302	990456	1017783	912086	82822
303	990357	1017798	912069	82827
304	990338	1017757	912030	82795
305	990371	1017715	912061	82802
306	990354	1017783	912114	82840
307	990375	1017646	912008	82799
308	990355	1017724	912005	82744
309	990344	1017694	912040	82748
310	990238	1017640	912026	82690
311	990231	1017670	911971	82612
312	990218	1017684	911957	82569
313	990241	1017650	911922	82568
314	990114	1017562	911894	82513
315	990210	1017457	911909	82507
316	990097	1017474	911855	82472
317	989998	1017395	911784	82461
318	989865	1017333	911687	82390
319	989890	1017178	911554	82340
320	989695	1017033	911439	82314
321	989613	1017043	911441	82306
322	989526	1016955	911323	82253
323	989474	1016855	911359	82293
324	989390	1016789	911265	82210
325	989280	1016854	911288	82203
326	989174	1016739	911191	82154
327	988983	1016538	910969	82107
328	988933	1016489	910908	82067
329	988778	1016358	910755	82096
330	988672	1016124	910631	82024
331	988790	1016300	910742	82003
332	988746	1016294	910691	82031
333	988791	1016308	910775	82030
334	988831	1016355	910816	81985
335	988860	1016366	910888	81986
336	988797	1016234	910812	81966
337	988738	1016267	910790	81911
338	988701	1016228	910725	81843
339	988684	1016216	910635	81809
340	988606	1016163	910530	81717
341	988572	1016057	910575	81660
342	988465	1015928	910564	81655
343	988552	1016103	910602	81647
344	988516	1015975	910519	81638
345	988483	1015994	910552	81633
346	988464	1015915	910462	81593
347	988438	1015962	910474	81561
348	988356	1015859	910447	81514
349	988317	1015862	910425	81499
350	988359	1015809	910362	81434
351	988400	1015805	910336	81385
352	988284	1015806	910347	81360
353	988307	1015887	910434	81375
354	988271	1015758	910368	81370
355	988233	1015837	910380	81355
356	988162	1015782	910351	81330
357	988210	1015727	910275	81290
358	988240	1015648	910236	81181
359	988201	1015719	910215	81167
360	988102	1015643	910212	81167
361	988111	1015719	910200	81162
362	988070	1015601	910168	81142
363	988092	1015720	910161	81141
364	988053	1015571	910092	81053
365	988028	1015557	910132	81033
366	987970	1015515	909994	80930
367	987933	1015532	910042	80924
368	987843	1015467	910016	80834
369	987791	1015412	909978	80799
370	987731	1015283	909854	80747
371	987758	1015320	909857	80774
372	987747	1015354	909899	80736
373	987764	1015283	909852	80720
374	987727	1015346	909846	80623
375	987755	1015234	909766	80643
376	987629	1015262	909711	80546
377	987606	1015262	909675	80477
378	987514	1015076	909657	80440
379	987500	1015080	909673	80421
380	987438	1014987	909584	80388
381	987467	1014987	909555	80428
382	987452	1014996	909589	80390
383	987511	1015075	909641	80340
384	987432	1015040	909535	80292
385	987388	1015027	909500	80272
386	987315	1014823	909400	80153
387	987362	1014902	909370	80156
388	987320	1014738	909318	80124
389	987266	1014767	909323	80101
390	987182	1014790	909261	79979
391	987146	1014787	909289	79997
392	987117	1014773	909285	79970
393	987102	1014734	909235	79977
394	987042	1014563	909101	79888
395	986991	1014622	909139	79852
396	987003	1014632	909072	79799
397	986941	1014608	909089	79765
398	986831	1014397	909061	79710
399	986913	1014533	909150	79756
400	986880	1014438	909049	79660
401	986892	1014357	908970	79633
402	986797	1014387	908964	79571
403	986739	1014423	908907	79536
404	986661	1014336	908892	79452
405	986641	1014198	908779	79395
406	986582	1014099	908685	79309
407	986589	1014210	908729	79288
408	986527	1014230	908680	79210
409	986524	1014131	908681	79258
410	986492	1014175	908713	79211
411	986506	1014026	908631	79180
412	986411	1014052	908590	79055
413	986362	1014022	908561	79026
414	986317	1013874	908506	78970
415	986261	1013934	908482	78963
416	986225	1013855	908363	78878
417	986136	1013955	908428	78887
418	986119	1013860	908345	78839
419	986189	1013801	908388	78798
420	986089	1013784	908350	78783
421	986089	1013854	908423	78729
422	986049	1013660	908340	78678
423	986040	1013756	908345	78675
424	986033	1013586	908261	78576
425	985999	1013606	908159	78524
426	985929	1013615	908148	78487
427	985865	1013555	908098	78486
428	985788	1013459	908027	78436
429	985764	1013505	908065	78458
430	985733	1013503	908066	78397
431	985699	1013387	907969	78401
432	985637	1013379	907956	78338
433	985680	1013258	907889	78257
434	985541	1013235	907874	78187
435	985612	1013290	907842	78156
436	985543	1013124	907728	78130
437	985558	1013087	907693	78124
438	985531	1013041	907657	78141
439	985547	1013129	907700	78114
440	985451	1013060	907586	78088
441	985425	1013048	907554	78064
442	985291	1012920	907453	78004
443	985278	1012886	907445	77993
444	985253	1012891	907476	77953
445	985237	1012819	907399	77957
446	985230	1012806	907322	77874
447	985178	1012892	907366	77923
448	985210	1012695	907279	77894
449	985177	1012696	907228	77882
450	985139	1012796	907175	77873
451	985142	1012575	907160	77889
452	985075	1012600	907099	77867
453	984999	1012544	907095	77829
454	985036	1012564	907075	77820
455	984998	1012451	906953	77791
456	985037	1012418	906906	77783
457	985033	1012483	906985	77839
458	985045	1012517	906969	77845
459	985042	1012563	906992	77806
460	984986	1012495	906919	77789
461	984950	1012460	906892	77798
462	984984	1012432	906859	77735
463	984952	1012509	906814	77743
464	984899	1012502	906744	77708
465	984838	1012373	906728	77707
466	984865	1012398	906739	77716
467	984918	1012289	906694	77742
468	984859	1012349	906769	77808
469	984954	1012441	906840	77799
470	984950	1012422	906822	77752
471	984912	1012334	906694	77796
472	984860	1012300	906679	77763
473	984858	1012307	906662	77748
474	984882	1012253	906635	77746
475	984882	1012228	906640	77753
476	984837	1012180	906566	77748
477	984877	1012249	906690	77797
478	984938	1012324	906652	77781
479	984954	1012293	906682	77789
480	984976	1012297	906599	77762
481	984927	1012368	906675	77784
482	984932	1012274	906631	77776
483	984948	1012355	906662	77739
484	984876	1012276	906658	77809
485	984904	1012166	906613	77784
486	984890	1012298	906623	77811
487	984887	1012231	906580	77803
488	984888	1012332	906626	77777
489	984896	1012232	906557	77807
490	984924	1012302	906524	77820
491	985007	1012351	906604	77781
492	984935	1012315	906581	77799
493	984984	1012378	906558	77790
494	984934	1012421	906605	77835
495	984993	1012481	906657	77895
496	985044	1012401	906633	77894
497	985058	1012336	906591	77912
498	985095	1012325	906633	77881
499	985022	1012386	906625	77925
500	985014	1012391	906600	77940
501	985001	1012392	906629	77947
503	985051	1012310	906610	77908
504	985023	1012424	906646	77925
505	985018	1012271	906637	77959
506	985093	1012361	906597	77991
507	985095	1012459	906709	78072
508	985116	1012499	906773	78059
509	985095	1012352	906709	78093
510	985146	1012449	906743	78073
511	985153	1012476	906699	78158
512	985208	1012551	906765	78117
513	985205	1012542	906767	78147
514	985272	1012626	906754	78117
515	985248	1012511	906799	78157
516	985308	1012510	906790	78186
517	985372	1012539	906862	78234
518	985385	1012564	906859	78265
519	985429	1012557	906902	78290
520	985426	1012694	906903	78326
521	985387	1012640	906899	78340
522	985423	1012726	906873	78319
523	985413	1012671	906861	78332
524	985479	1012792	906835	78412
525	985464	1012709	906925	78501
526	985464	1012719	906950	78494
527	985423	1012776	906958	78496
528	985381	1012735	906987	78499
529	985403	1012799	907018	78550
530	985453	1012716	907001	78490
531	985466	1012766	907022	78521
532	985448	1012803	906916	78539
533	985531	1012894	906997	78537
534	985572	1012878	907043	78591
535	985633	1012838	907087	78649
536	985613	1012872	907091	78613
537	985535	1012883	907051	78624
538	985645	1012828	907073	78632
539	985554	1012860	907084	78647
540	985614	1012952	907112	78636
541	985707	1013022	907113	78700
542	985724	1013049	907175	78760
543	985748	1013006	907182	78806
544	985775	1013040	907193	78848
545	985833	1013188	907234	78869
546	985818	1013090	907292	78936
547	985864	1013196	907318	78931
548	985816	1013169	907325	78925
549	985848	1013081	907331	78928
550	985860	1013027	907335	78961
551	985835	1013135	907360	78974
552	985923	1013169	907400	79010
553	985936	1013263	907540	79032
554	986039	1013284	907505	79086
555	986088	1013405	907613	79181
556	986117	1013336	907478	79182
557	986154	1013442	907573	79239
558	986114	1013305	907539	79226
559	986148	1013412	907620	79240
560	986171	1013388	907607	79224
561	986243	1013519	907736	79287
562	986286	1013539	907744	79390
563	986325	1013616	907703	79402
564	986290	1013603	907665	79389
565	986408	1013588	907753	79452
566	986420	1013665	907815	79450
567	986382	1013625	907818	79492
568	986432	1013637	907780	79461
569	986479	1013732	907854	79476
570	986448	1013732	907760	79539
571	986469	1013832	907965	79575
572	986565	1013728	907935	79599
573	986590	1013811	907962	79654
574	986619	1013877	908026	79642
575	986641	1013962	908024	79682
576	986652	1013826	908009	79674
577	986719	1013935	908099	79728
578	986723	1013962	908025	79708
579	986706	1013974	908094	79743
580	986703	1013970	907995	79747
581	986743	1013985	908143	79783
582	986809	1014040	908227	79830
583	986823	1013997	908225	79920
584	986884	1013962	908191	79936
585	986965	1014142	908195	79956
586	986953	1014075	908242	79913
587	986907	1014163	908355	79969
588	986957	1014114	908272	79968
589	986944	1014116	908317	80034
590	986943	1014120	908301	80044
591	987017	1014246	908354	80096
592	987098	1014315	908454	80109
593	987144	1014372	908413	80145
594	987078	1014359	908401	80198
595	987114	1014418	908491	80203
596	987163	1014440	908550	80245
597	987142	1014380	908566	80286
598	987155	1014449	908574	80315
599	987190	1014578	908619	80346
600	987251	1014543	908618	80428
601	987322	1014526	908707	80498
602	987347	1014597	908733	80463
603	987405	1014641	908800	80459
604	987400	1014531	908734	80463
605	987442	1014675	908827	80493
606	987458	1014637	908827	80514
607	987468	1014665	908814	80570
608	987484	1014743	908908	80563
609	987525	1014774	908906	80610
610	987572	1014862	908898	80644
611	987627	1014881	908985	80722
612	987657	1014931	909048	80716
613	987695	1014825	909024	80786
614	987694	1014820	908994	80816
615	987649	1014893	909112	80774
616	987688	1014888	909070	80861
617	987730	1014858	909074	80844
618	987725	1014830	909024	80828
619	987787	1014856	909094	80928
620	987816	1014950	909216	80968
621	987892	1014971	909182	81013
622	987950	1015134	909279	81050
623	987959	1015051	909216	81056
624	987990	1015172	909300	81100
625	988028	1015202	909245	81071
626	988004	1015127	909316	81126
627	987993	1015130	909324	81146
628	988038	1015178	909318	81144
629	988084	1015221	909413	81214
630	988145	1015388	909558	81247
631	988249	1015308	909526	81287
632	988227	1015490	909591	81334
633	988336	1015427	909634	81344
634	988334	1015513	909658	81387
635	988336	1015524	909751	81438
636	988339	1015492	909675	81445
637	988407	1015651	909771	81544
638	988431	1015740	909831	81563
639	988534	1015675	909826	81641
640	988492	1015713	909873	81709
641	988584	1015690	909899	81722
642	988576	1015708	909886	81719
643	988640	1015837	909980	81764
644	988716	1015844	909969	81779
645	988784	1015953	910127	81840
646	988769	1015999	910147	81928
647	988883	1015995	910166	81966
648	988950	1016140	910312	82042
649	989000	1016082	910371	82102
650	989037	1016084	910288	82101
651	989020	1016149	910269	82111
652	988998	1016254	910273	82077
653	989077	1016193	910327	82074
654	989081	1016298	910417	82124
655	989098	1016248	910428	82181
656	989093	1016181	910449	82216
657	989202	1016360	910468	82298
658	989226	1016474	910572	82359
659	989335	1016467	910617	82385
660	989322	1016415	910627	82378
661	989394	1016400	910617	82392
662	989349	1016487	910684	82398
663	989436	1016610	910716	82486
664	989452	1016569	910794	82492
665	989458	1016669	910845	82540
666	989507	1016616	910806	82477
667	989632	1016748	911000	82640
668	989606	1016809	911012	82655
669	989665	1016933	911128	82684
671	989743	1016815	911038	82730
672	989762	1016809	911057	82726
673	989771	1016949	911135	82690
674	989817	1016962	911221	82721
675	989808	1016949	911144	82735
676	989815	1017035	911185	82804
677	989861	1017101	911281	82820
678	989894	1017061	911365	82892
679	989929	1017223	911390	82935
680	989966	1017141	911394	82950
681	989963	1017089	911346	82942
682	990022	1017173	911390	82987
683	990042	1017109	911290	82951
684	990041	1017147	911391	83013
685	990067	1017207	911449	83023
686	990118	1017402	911544	83113
687	990123	1017426	911517	83160
688	990166	1017477	911631	83156
689	990202	1017326	911555	83150
690	990155	1017400	911586	83176
691	990183	1017388	911612	83131
692	990206	1017472	911646	83147
693	990228	1017388	911648	83156
694	990244	1017370	911593	83209
695	990188	1017378	911616	83177
696	990305	1017595	911782	83252
697	990319	1017528	911797	83283
698	990370	1017666	911884	83305
699	990396	1017546	911823	83242
700	990428	1017506	911792	83333
701	990372	1017585	911804	83349
702	990408	1017631	911865	83369
703	990404	1017540	911867	83335
704	990402	1017640	911868	83332
705	990434	1017732	911794	83373
706	990475	1017706	911911	83470
707	990510	1017750	911968	83511
708	990530	1017816	912006	83497
709	990578	1017695	911971	83514
710	990513	1017727	912005	83575
711	990606	1017817	912030	83573
712	990638	1017864	912075	83579
713	990617	1017781	912009	83615
714	990631	1017830	912026	83640
715	990611	1017893	912102	83637
716	990693	1017931	912059	83696
717	990766	1017911	912116	83764
718	990778	1017958	912204	83741
719	990730	1017906	912218	83763
720	990765	1017978	912244	83772
721	990785	1018068	912285	83798
722	990787	1018102	912296	83790
723	990815	1018035	912259	83854
724	990870	1018041	912297	83867
725	990900	1018089	912360	83880
726	990959	1018052	912375	83918
727	990888	1018095	912415	83912
728	990879	1018121	912461	83919
729	990872	1018135	912389	83913
730	990832	1018187	912410	83914
731	990880	1018218	912378	83910
732	990884	1018169	912441	83941
733	990855	1018181	912460	83933
734	990985	1018216	912503	83980
735	991088	1018245	912543	84010
736	991151	1018279	912506	84062
737	991093	1018225	912532	84034
738	991088	1018223	912603	84050
739	991062	1018339	912642	84056
740	991108	1018320	912640	84102
741	991085	1018338	912647	84106
742	991056	1018441	912574	84138
743	991095	1018438	912594	84107
744	991140	1018364	912631	84160
745	991159	1018499	912662	84214
746	991182	1018535	912742	84231
747	991207	1018414	912730	84256
748	991283	1018538	912810	84286
749	991250	1018593	912728	84253
750	991250	1018524	912770	84278
751	991265	1018591	912822	84327
752	991319	1018577	912846	84324
753	991334	1018618	912915	84281
754	991355	1018585	912930	84394
755	991394	1018632	912989	84434
756	991425	1018653	912927	84419
757	991423	1018763	912979	84452
758	991449	1018674	913006	84504
759	991412	1018743	913030	84457
760	991436	1018725	913028	84427
761	991457	1018787	913010	84418
762	991516	1018744	913067	84486
763	991538	1018832	913112	84569
764	991563	1018805	913135	84542
765	991578	1018785	913153	84575
766	991587	1018730	913094	84563
767	991537	1018867	913147	84547
768	991544	1018826	913131	84573
769	991587	1018820	913098	84573
770	991579	1018789	913164	84578
771	991620	1018958	913243	84613
772	991666	1019010	913331	84635
773	991726	1019102	913342	84660
774	991681	1018983	913314	84692
775	991742	1018930	913293	84686
776	991739	1018986	913298	84736
777	991725	1019044	913339	84696
778	991734	1019036	913420	84699
779	991752	1019044	913374	84668
780	991715	1019021	913401	84701
781	991687	1019027	913349	84720
782	991806	1019126	913400	84779
783	991841	1019221	913503	84788
784	991817	1019234	913501	84800
785	991890	1019081	913432	84797
786	991889	1019223	913539	84793
787	991873	1019190	913509	84793
788	991846	1019147	913532	84828
789	991853	1019156	913553	84823
790	991844	1019136	913549	84803
791	991775	1019189	913547	84801
792	991840	1019219	913573	84858
793	991852	1019196	913556	84878
794	991924	1019218	913613	84895
795	991958	1019189	913576	84868
796	991909	1019247	913600	84897
797	991938	1019290	913622	84871
798	991988	1019323	913598	84881
799	991968	1019275	913618	84803
800	991971	1019252	913606	84856
801	991976	1019348	913698	84925
802	992017	1019427	913701	84914
803	991985	1019432	913702	84918
804	991967	1019390	913662	84870
805	991921	1019319	913663	84851
806	991935	1019389	913700	84909
807	991927	1019266	913633	84823
808	991950	1019336	913551	84835
809	991910	1019366	913511	84806
810	991984	1019390	913645	84847
811	991998	1019419	913725	84881
812	992027	1019338	913710	84915
813	992013	1019415	913685	84836
814	991984	1019385	913672	84840
815	991960	1019321	913639	84823
816	991874	1019327	913642	84792
817	991876	1019231	913606	84779
818	991890	1019193	913608	84805
819	991902	1019277	913613	84808
820	991990	1019352	913641	84772
821	991977	1019376	913629	84832
822	991999	1019313	913714	84832
823	991950	1019318	913719	84809
824	991973	1019325	913753	84789
825	991946	1019289	913721	84770
826	991982	1019246	913666	84739
827	991904	1019262	913635	84749
828	991949	1019316	913703	84774
829	991936	1019300	913641	84694
830	991977	1019388	913703	84751
831	992020	1019334	913725	84767
832	992018	1019413	913745	84810
833	992004	1019445	913826	84767
834	991977	1019469	913789	84758
835	992019	1019292	913797	84754
836	991994	1019392	913753	84735
837	992024	1019398	913800	84698
838	992047	1019495	913795	84696
839	991986	1019402	913841	84775
840	992048	1019391	913850	84761
841	991964	1019389	913788	84706
842	992010	1019452	913879	84712
843	992025	1019466	913840	84680
844	992017	1019384	913806	84683
845	991969	1019353	913798	84637
846	991922	1019412	913768	84695
847	991910	1019325	913775	84677
848	991968	1019272	913789	84695
849	991962	1019370	913869	84702
850	992051	1019376	913906	84708
851	991986	1019398	913896	84659
852	991964	1019361	913845	84674
853	991893	1019330	913814	84654
854	991906	1019445	913846	84606
855	991926	1019439	913837	84592
856	991899	1019263	913746	84557
857	991867	1019220	913741	84513
858	991903	1019389	913796	84536
859	991948	1019425	913861	84602
860	991886	1019346	913788	84587
861	991861	1019372	913715	84565
862	991813	1019294	913687	84586
863	991809	1019295	913650	84468
864	991809	1019315	913622	84476
865	991808	1019221	913688	84438
866	991802	1019150	913623	84455
867	991809	1019264	913714	84420
868	991813	1019265	913698	84460
869	991792	1019232	913718	84494
870	991829	1019184	913686	84498
871	991830	1019167	913601	84445
872	991813	1019098	913603	84391
873	991732	1019211	913533	84364
874	991748	1019113	913567	84345
875	991689	1019040	913605	84361
876	991677	1019135	913619	84311
877	991684	1019048	913515	84310
878	991722	1019180	913638	84350
879	991656	1019218	913632	84290
880	991676	1019170	913673	84344
881	991616	1019098	913592	84329
882	991625	1019146	913557	84295
883	991578	1019090	913523	84261
884	991654	1019033	913484	84234
885	991596	1019095	913539	84174
886	991639	1019135	913613	84263
887	991660	1019064	913564	84242
888	991590	1019007	913552	84215
889	991600	1019093	913536	84197
890	991564	1019114	913491	84159
891	991534	1019049	913507	84155
892	991565	1019063	913562	84123
893	991571	1019060	913489	84114
894	991541	1019073	913517	84114
895	991468	1018866	913424	84088
896	991473	1019001	913452	84086
897	991506	1019067	913385	84076
898	991495	1018991	913445	84136
899	991417	1018918	913405	84114
900	991416	1018891	913380	84057
901	991398	1018897	913350	84026
902	991459	1018887	913345	84017
903	991364	1018934	913429	83981
904	991395	1018969	913421	83983
905	991406	1018937	913323	83884
906	991403	1018992	913377	83900
907	991400	1019006	913460	83929
908	991413	1018897	913433	83918
909	991331	1018819	913387	83909
910	991377	1018802	913315	83919
911	991350	1018854	913350	83848
912	991327	1018749	913230	83807
913	991258	1018747	913264	83813
914	991237	1018662	913275	83789
915	991191	1018576	913233	83766
916	991232	1018628	913126	83753
917	991207	1018732	913198	83788
918	991244	1018642	913184	83758
919	991173	1018700	913179	83768
920	991186	1018740	913225	83737
921	991082	1018571	913131	83708
922	991039	1018630	913075	83629
923	991015	1018505	913016	83628
924	991142	1018489	913054	83611
925	991088	1018551	913078	83668
926	991135	1018509	913049	83639
927	991064	1018444	913015	83549
928	990981	1018514	912959	83551
929	990927	1018446	912957	83535
930	990896	1018450	912897	83496
931	990824	1018403	912913	83443
932	990863	1018391	912874	83415
933	990827	1018456	912844	83396
934	990854	1018407	912810	83433
